stock_code,stock_name,candle_end_time,open,high,low,close,pre_close,amount,volume,buy1,sell1,status
sz003021,兆威机电,2023-12-27 15:00:00,88.180,93.700,87.700,91.700,88.200,4128443,375535246.530,91.690,91.700,00
